plant,time point,label,isCellTest
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,1,False
P10,0,1,False
P10,0,1,False
P10,0,1,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,1,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,0,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,1,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,1,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,1,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,1,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,1,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,1,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,1,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,1,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,1,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P10,3,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,0,False
P11,0,0,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,0,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,1,0,False
P11,1,1,False
P11,1,1,False
P11,1,1,False
P11,2,1,False
P11,2,1,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,1,False
P11,2,1,False
P11,2,1,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,1,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,1,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,0,False
P11,2,1,False
P11,2,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,1,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,1,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,1,False
P11,3,1,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,1,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
P11,3,0,False
