plant,time point,dividing parent cell,parent neighbor,label,isCellTest
P5,0,541,530,0,False
P5,0,466,439,1,False
P5,0,466,484,2,False
P5,0,466,485,2,False
P5,0,466,525,0,False
P5,0,104,115,0,False
P5,0,104,410,1,False
P5,0,104,412,0,False
P5,0,104,439,1,False
P5,0,104,440,2,False
P5,0,198,484,1,False
P5,0,3,164,0,False
P5,0,3,284,1,False
P5,1,694,617,1,False
P5,1,694,710,2,False
P5,1,694,936,0,False
P5,1,865,622,2,False
P5,1,600,595,2,False
P5,1,600,727,0,False
P5,1,600,772,1,False
P5,1,600,903,1,False
P5,1,600,905,1,False
P5,1,600,996,0,False
P5,1,600,997,2,False
P5,1,972,678,0,False
P5,1,972,789,0,False
P5,1,972,801,2,False
P5,1,972,913,1,False
P5,1,723,622,1,False
P5,1,723,729,0,False
P5,1,723,802,0,False
P5,1,723,857,2,False
P5,1,723,970,2,False
P5,1,723,973,1,False
P5,1,732,622,1,False
P5,1,732,973,2,False
P5,1,606,743,0,False
P5,1,606,786,0,False
P5,1,606,851,0,False
P5,1,907,882,1,False
P5,1,907,883,0,False
P5,1,907,896,1,False
P5,1,907,908,0,False
P5,1,907,925,1,False
P5,1,907,927,0,False
P5,1,718,595,0,False
P5,1,718,660,2,False
P5,1,718,724,2,False
P5,1,718,727,0,False
P5,1,718,772,0,False
P5,1,718,949,1,False
P5,1,914,851,1,False
P5,1,914,912,2,False
P5,1,914,973,0,False
P5,1,839,840,1,False
P5,1,839,850,0,False
P5,1,839,852,2,False
P5,1,839,888,0,False
P5,1,866,836,2,False
P5,1,866,882,2,False
P5,1,866,883,0,False
P5,1,911,622,2,False
P5,1,911,857,0,False
P5,1,794,743,0,False
P5,1,785,872,0,False
P5,1,785,901,1,False
P5,1,1004,850,2,False
P5,1,1004,1003,0,False
P5,1,999,585,1,False
P5,1,999,589,1,False
P5,1,999,736,2,False
P5,1,999,752,1,False
P5,1,999,814,0,False
P5,1,999,982,1,False
P5,1,999,996,2,False
P5,1,999,998,0,False
P5,1,967,669,1,False
P5,1,967,710,1,False
P5,1,967,729,1,False
P5,1,967,936,0,False
P5,1,967,1000,0,False
P5,1,967,1001,2,False
P5,1,565,743,0,False
P5,1,565,801,0,False
P5,1,676,667,0,False
P5,1,676,872,2,False
P5,1,681,872,1,False
P5,1,681,905,0,False
P5,1,681,932,2,False
P5,1,681,936,0,False
P5,1,938,642,0,False
P5,1,938,653,0,False
P5,1,938,654,2,False
P5,1,938,670,2,False
P5,1,938,674,1,False
P5,1,938,954,0,False
P5,1,938,955,1,False
P5,1,939,775,0,False
P5,1,939,789,0,False
P5,1,939,900,1,False
P5,1,939,913,1,False
P5,1,939,930,2,False
P5,1,939,955,0,False
P5,1,629,612,1,False
P5,1,629,642,2,False
P5,1,629,648,0,False
P5,1,629,653,0,False
P5,1,629,868,1,False
P5,1,629,885,2,False
P5,1,629,1003,1,False
P5,1,788,617,0,False
P5,1,788,901,1,False
P5,1,788,902,2,False
P5,1,950,724,0,False
P5,1,950,925,1,False
P5,1,950,927,2,False
P5,1,950,949,2,False
P5,1,950,952,0,False
P5,2,695,544,0,False
P5,2,695,594,0,False
P5,2,695,863,1,False
P5,2,695,916,2,False
P5,2,927,589,1,False
P5,2,927,740,1,False
P5,2,927,878,2,False
P5,2,927,982,0,False
P5,2,927,983,2,False
P5,2,927,991,1,False
P5,2,927,1017,1,False
P5,2,757,400,0,False
P5,2,757,567,1,False
P5,2,757,848,2,False
P5,2,757,859,1,False
P5,2,757,1017,0,False
P5,2,479,837,0,False
P5,2,479,840,0,False
P5,2,967,848,1,False
P5,2,967,892,0,False
P5,2,967,941,0,False
P5,2,967,982,0,False
P5,2,967,983,2,False
P5,2,967,984,1,False
P5,2,967,1016,2,False
P5,2,1018,708,0,False
P5,2,1018,712,1,False
P5,2,1018,778,2,False
P5,2,1018,992,1,False
P5,2,1018,1019,1,False
P5,2,900,843,0,False
P5,2,900,857,2,False
P5,2,900,901,1,False
P5,2,900,919,2,False
P5,2,900,920,1,False
P5,2,900,970,1,False
P5,2,914,891,1,False
P5,2,914,939,1,False
P5,2,914,961,0,False
P5,2,914,1037,1,False
P5,2,845,729,2,False
P5,2,845,775,0,False
P5,2,845,1025,0,False
P5,2,869,468,2,False
P5,2,869,508,2,False
P5,2,869,544,1,False
P5,2,869,825,1,False
P5,2,869,923,1,False
P5,2,869,978,1,False
P5,2,698,468,0,False
P5,2,698,508,1,False
P5,2,698,589,0,False
P5,2,698,646,2,False
P5,2,698,650,0,False
P5,2,698,817,1,False
P5,2,1002,558,0,False
P5,2,1002,692,0,False
P5,2,1002,727,2,False
P5,2,1002,939,0,False
P5,2,1002,1037,2,False
P5,2,771,400,2,False
P5,2,771,468,0,False
P5,2,771,490,1,False
P5,2,771,705,0,False
P5,2,771,708,1,False
P5,2,771,825,0,False
P5,2,771,871,2,False
P5,2,985,400,0,False
P5,2,985,708,2,False
P5,2,985,859,1,False
P5,2,836,854,2,False
P5,2,836,891,2,False
P5,2,752,544,0,False
P5,2,752,594,2,False
P5,2,752,775,2,False
P5,2,752,978,0,False
P5,2,516,854,2,False
P5,2,516,872,0,False
P5,2,516,892,0,False
P5,2,516,941,0,False
P5,2,516,961,2,False
P5,2,979,558,1,False
P5,2,979,755,2,False
P5,2,979,939,1,False
P5,2,979,961,0,False
P5,2,979,1005,0,False
P5,2,773,702,2,False
P5,2,773,859,0,False
P5,2,773,884,1,False
P5,2,773,986,1,False
P5,2,773,992,1,False
P5,2,488,837,0,False
P5,2,488,854,2,False
P5,2,488,872,0,False
P5,3,1345,1079,2,False
P5,3,1345,1155,0,False
P5,3,1184,1082,0,False
P5,3,1184,1181,0,False
P5,3,1184,1286,0,False
P5,3,1184,1322,0,False
P5,3,1117,1055,0,False
P5,3,1117,1131,1,False
P5,3,1117,1157,2,False
P5,3,1117,1214,2,False
P5,3,1117,1284,0,False
P5,3,1117,1286,1,False
P5,3,1170,1135,1,False
P5,3,1170,1139,1,False
P5,3,1170,1202,0,False
P5,3,1170,1240,2,False
P5,3,1170,1242,0,False
P5,3,1232,1135,2,False
P5,3,1232,1138,1,False
P5,3,1232,1202,0,False
P5,3,1232,1217,1,False
P5,3,1232,1315,2,False
P5,3,1232,1332,1,False
P5,3,1321,1065,0,False
P5,3,1321,1171,0,False
P5,3,1321,1265,1,False
P5,3,1323,1079,0,False
P5,3,1323,1265,1,False
P5,3,1281,1265,1,False
P5,3,1344,1079,0,False
P5,3,1344,1171,1,False
P5,3,1344,1332,2,False
P5,3,1344,1334,0,False
P5,3,1072,1131,0,False
P5,3,1072,1157,0,False
P5,3,1072,1161,2,False
P5,3,1072,1180,2,False
P5,3,1072,1185,0,False
P5,3,1204,1063,2,False
P5,3,1204,1155,2,False
P5,3,1204,1256,0,False
P5,3,1204,1271,0,False
P5,3,1326,1096,0,False
P5,3,1326,1112,1,False
P5,3,1326,1124,2,False
P5,3,1326,1240,0,False
P5,3,1326,1293,1,False
P5,3,1326,1310,0,False
P5,3,1309,1096,0,False
P5,3,1309,1238,0,False
P5,3,1279,1065,0,False
P5,3,1279,1265,1,False
P6,0,1056,849,1,False
P6,0,1056,1015,1,False
P6,0,1056,1028,1,False
P6,0,1056,1041,2,False
P6,0,1056,1072,2,False
P6,0,1056,1073,0,False
P6,0,1114,863,1,False
P6,0,1114,890,0,False
P6,0,1114,937,1,False
P6,0,1115,886,2,False
P6,0,1115,1119,0,False
P6,0,1115,1147,2,False
P6,0,1192,914,2,False
P6,0,1192,928,1,False
P6,0,1192,1123,0,False
P6,0,1068,884,2,False
P6,0,1068,1112,0,False
P6,0,805,820,2,False
P6,0,805,855,0,False
P6,0,931,932,2,False
P6,0,931,943,0,False
P6,0,931,1019,2,False
P6,0,931,1195,1,False
P6,0,1189,942,0,False
P6,0,1189,1150,0,False
P6,0,1189,1151,2,False
P6,0,1189,1152,1,False
P6,0,1189,1187,0,False
P6,0,1021,820,1,False
P6,0,1021,855,1,False
P6,0,1021,869,1,False
P6,0,1021,986,0,False
P6,0,1021,1091,2,False
P6,0,1021,1128,1,False
P6,0,1085,886,0,False
P6,0,1085,1071,1,False
P6,0,1085,1072,0,False
P6,0,1085,1100,2,False
P6,0,1121,914,1,False
P6,0,1121,1045,0,False
P6,0,1121,1047,0,False
P6,0,1121,1118,2,False
P6,0,1121,1123,2,False
P6,0,1121,1190,1,False
P6,0,1162,1113,1,False
P6,0,1162,1133,2,False
P6,0,1162,1180,1,False
P6,0,1162,1195,2,False
P6,0,832,939,2,False
P6,0,832,1008,0,False
P6,0,832,1078,0,False
P6,0,832,1201,1,False
P6,0,991,934,1,False
P6,0,991,993,1,False
P6,0,894,884,2,False
P6,0,894,908,1,False
P6,0,894,1112,0,False
P6,0,894,1113,0,False
P6,0,894,1180,2,False
P6,0,806,855,0,False
P6,0,1042,849,1,False
P6,0,1042,857,1,False
P6,0,1042,1041,2,False
P6,0,1042,1059,2,False
P6,0,1042,1074,0,False
P6,0,1042,1087,0,False
P6,0,1120,903,0,False
P6,0,1120,1073,1,False
P6,0,1120,1074,1,False
P6,0,1120,1119,2,False
P6,0,1120,1122,2,False
P6,0,1120,1148,0,False
P6,0,945,932,1,False
P6,0,945,947,2,False
P6,0,945,1045,0,False
P6,0,945,1047,0,False
P6,0,1131,869,0,False
P6,0,1131,1128,0,False
P6,0,1099,1071,0,False
P6,0,1099,1084,2,False
P6,0,1099,1100,0,False
P6,0,1099,1113,1,False
P6,0,1099,1133,1,False
P6,0,1099,1134,2,False
P6,0,979,943,2,False
P6,0,979,1045,0,False
P6,0,983,919,2,False
P6,0,983,935,0,False
P6,0,983,1048,0,False
P6,0,983,1053,1,False
P6,0,879,877,0,False
P6,0,879,986,0,False
P6,0,879,1091,1,False
P6,0,879,1160,1,False
P6,0,1202,1152,2,False
P6,0,868,1027,1,False
P6,0,868,1028,2,False
P6,0,868,1040,1,False
P6,0,868,1071,1,False
P6,0,868,1072,0,False
P6,0,930,928,2,False
P6,0,930,993,2,False
P6,0,930,1055,1,False
P6,0,853,819,1,False
P6,0,853,877,2,False
P6,0,853,919,2,False
P6,0,853,986,1,False
P6,0,853,1053,0,False
P6,0,1196,934,0,False
P6,0,1196,1022,2,False
P6,0,1196,1160,1,False
P6,0,936,903,0,False
P6,0,936,919,1,False
P6,0,936,935,2,False
P6,0,936,1065,1,False
P6,0,936,1185,0,False
P6,0,936,1200,2,False
P6,0,1058,855,2,False
P6,0,1058,869,0,False
P6,0,1145,1134,1,False
P6,0,1145,1147,0,False
P6,0,1145,1165,2,False
P6,0,1145,1183,0,False
P6,0,982,865,1,False
P6,0,982,951,0,False
P6,0,982,1017,2,False
P6,0,982,1048,0,False
P6,0,982,1053,1,False
P6,0,1198,1022,1,False
P6,0,1198,1128,0,False
P6,0,1198,1160,2,False
P6,0,1000,847,1,False
P6,0,1000,1015,0,False
P6,0,1000,1027,2,False
P6,0,1000,1028,0,False
P6,0,1007,871,1,False
P6,0,1007,1004,2,False
P6,0,1007,1022,0,False
P6,0,1009,908,1,False
P6,0,1009,925,1,False
P6,0,1009,939,2,False
P6,0,1009,941,0,False
P6,0,1009,1019,0,False
P6,0,1009,1180,1,False
P6,0,1009,1195,2,False
P6,0,1009,1201,1,False
P6,0,1043,863,1,False
P6,0,1043,890,0,False
P6,0,1043,941,1,False
P6,0,1043,943,2,False
P6,0,1043,1045,0,False
P6,0,1124,993,0,False
P6,0,1124,1055,2,False
P6,0,870,871,2,False
P6,0,870,934,0,False
P6,0,870,993,2,False
P6,0,870,1004,0,False
P6,0,870,1022,0,False
P6,0,870,1130,1,False
P6,0,1146,863,0,False
P6,0,1146,937,2,False
P6,0,1146,1008,0,False
P6,0,1146,1078,2,False
P6,0,860,1128,0,False
P6,0,813,820,2,False
P6,0,813,942,0,False
P6,0,1026,847,0,False
P6,0,1026,867,2,False
P6,0,1026,1040,0,False
P6,0,1164,932,0,False
P6,0,1164,1133,1,False
P6,0,1164,1134,1,False
P6,0,1164,1165,2,False
P6,0,1125,877,2,False
P6,0,1125,1160,1,False
P6,0,933,861,0,False
P6,0,933,932,2,False
P6,0,933,947,0,False
P6,0,933,1165,1,False
P6,0,933,1183,2,False
P6,0,933,1199,0,False
P6,0,1083,867,2,False
P6,0,1083,1084,0,False
P6,0,1083,1112,2,False
P6,0,1083,1113,0,False
P6,0,958,820,1,False
P6,0,958,942,2,False
P6,0,958,986,0,False
P6,0,958,1079,0,False
P6,0,862,867,0,False
P6,0,1188,804,1,False
P6,0,1188,816,2,False
P6,0,1188,890,0,False
P6,0,1188,937,1,False
P6,0,1157,865,0,False
P6,0,1157,877,0,False
P6,0,1157,1053,0,False
P6,0,1157,1123,0,False
P6,1,1362,1290,0,False
P6,1,1362,1342,2,False
P6,1,1362,1343,0,False
P6,1,1362,1647,2,False
P6,1,1362,1648,0,False
P6,1,1362,1669,0,False
P6,1,1408,1348,2,False
P6,1,1408,1368,2,False
P6,1,1408,1411,1,False
P6,1,1408,1447,1,False
P6,1,1408,1480,1,False
P6,1,1408,1516,1,False
P6,1,1408,1561,0,False
P6,1,1408,1576,0,False
P6,3,2311,2025,2,False
P6,3,2111,2025,1,False
P6,3,2111,2189,2,False
P6,3,2094,2250,0,False
P6,3,2075,2099,1,False
P6,3,2075,2100,1,False
P6,3,2075,2189,2,False
P6,3,2075,2205,2,False
P6,3,2304,2108,0,False
P6,3,2304,2115,0,False
P6,3,2304,2269,1,False
P6,3,2304,2287,1,False
P6,3,2304,2292,2,False
P6,3,2304,2306,2,False
P6,3,2240,2086,2,False
P6,3,2240,2214,1,False
P6,3,2240,2250,0,False
P6,3,2101,2250,1,False
P6,3,2101,2294,0,False
P6,3,2112,2025,2,False
P6,3,2131,2115,2,False
P6,3,2131,2170,2,False
P6,3,2131,2179,1,False
P6,3,2131,2182,1,False
P6,3,2131,2306,0,False
P6,3,2202,2205,0,False
P6,3,2202,2262,1,False
P6,3,2136,2109,0,False
P6,3,2136,2157,2,False
P6,3,2136,2176,0,False
P6,3,2063,2183,0,False
P6,3,2063,2294,1,False
P6,3,2063,2309,2,False
P6,3,2267,2100,0,False
P6,3,2267,2189,0,False
P6,3,2238,2078,2,False
P6,3,2238,2200,1,False
P6,3,2238,2212,1,False
P6,3,2238,2247,2,False
P6,3,2238,2248,0,False
P6,3,2238,2257,0,False
P6,3,2201,2092,0,False
P6,3,2201,2182,1,False
P6,3,2201,2259,2,False
P6,3,2274,2086,2,False
P6,3,2274,2250,1,False
P6,3,2274,2294,2,False
P6,3,2082,2109,1,False
P6,3,2082,2170,2,False
P6,3,2082,2182,0,False
P6,3,2082,2321,1,False
P6,3,2158,2157,0,False
P6,3,2158,2183,0,False
P6,3,2158,2205,2,False
P6,3,2271,2086,1,False
P6,3,2271,2088,2,False
P6,3,2271,2239,1,False
P6,3,2271,2293,0,False
P6,3,2271,2294,2,False
P6,3,2271,2308,0,False
P6,3,2271,2309,0,False
P6,3,2191,2025,0,False
P6,3,2191,2189,2,False
P8,0,3241,3011,1,False
P8,0,3241,3044,2,False
P8,0,3241,3053,2,False
P8,0,3170,2937,0,False
P8,0,3170,2942,0,False
P8,0,2857,2858,2,False
P8,0,2857,3141,1,False
P8,0,2857,3211,0,False
P8,0,2857,3248,2,False
P8,0,3122,2920,0,False
P8,0,3122,3123,2,False
P8,0,2933,2862,0,False
P8,0,2933,3005,1,False
P8,0,2933,3006,2,False
P8,0,2933,3247,2,False
P8,0,3137,3141,0,False
P8,0,3137,3192,1,False
P8,0,3197,3017,1,False
P8,0,3197,3025,2,False
P8,0,3197,3080,0,False
P8,0,3197,3141,2,False
P8,0,3197,3201,0,False
P8,0,3068,2922,0,False
P8,0,3068,2999,2,False
P8,0,3068,3192,2,False
P8,0,2960,2957,1,False
P8,0,2960,2989,2,False
P8,0,2960,2990,1,False
P8,0,2960,3074,0,False
P8,0,2960,3213,0,False
P8,0,2960,3214,2,False
P8,0,2960,3237,1,False
P8,0,3138,2896,1,False
P8,0,3138,2914,0,False
P8,0,3138,3139,2,False
P8,0,2861,3041,0,False
P8,0,2861,3053,1,False
P8,0,2861,3056,0,False
P8,0,2861,3088,2,False
P8,0,2861,3121,1,False
P8,0,3051,2942,1,False
P8,0,3051,2953,0,False
P8,0,3051,3041,0,False
P8,0,3051,3044,2,False
P8,0,3051,3212,2,False
P8,0,3142,2920,0,False
P8,0,3142,3182,0,False
P8,0,2982,3017,2,False
P8,0,2982,3192,2,False
P8,0,2916,2914,1,False
P8,0,2916,2934,1,False
P8,0,2916,2935,2,False
P8,0,2916,3139,0,False
P8,0,3007,3005,0,False
P8,0,3162,2973,2,False
P8,0,3162,3060,2,False
P8,0,3162,3091,0,False
P8,0,3162,3094,1,False
P8,0,3162,3161,0,False
P8,0,3162,3220,0,False
P8,0,3194,3176,0,False
P8,0,2899,2889,1,False
P8,0,2899,2906,0,False
P8,0,2899,3119,1,False
P8,0,2899,3120,0,False
P8,0,2899,3150,2,False
P8,0,3180,3082,0,False
P8,0,3180,3084,0,False
P8,0,3180,3149,2,False
P8,0,3180,3153,0,False
P8,0,3180,3211,1,False
P8,0,3152,2906,0,False
P8,0,3152,2937,0,False
P8,0,3152,3120,2,False
P8,0,3152,3169,0,False
P8,0,2836,2959,1,False
P8,0,2836,3086,1,False
P8,0,2836,3161,0,False
P8,0,2836,3220,2,False
P8,0,2869,2859,2,False
P8,0,2869,2944,1,False
P8,0,2869,3011,0,False
P8,0,2869,3044,0,False
P8,0,2869,3210,1,False
P8,0,2869,3233,2,False
P8,0,2869,3250,1,False
P8,0,3113,3006,0,False
P8,0,3113,3039,2,False
P8,0,3113,3043,0,False
P8,0,3113,3115,0,False
P8,0,3113,3175,2,False
P8,0,3113,3206,1,False
P8,0,3168,2858,1,False
P8,0,3168,3014,1,False
P8,0,3168,3153,0,False
P8,0,3168,3185,0,False
P8,0,3168,3215,2,False
P8,0,2909,2907,0,False
P8,0,2909,2929,0,False
P8,0,2909,3124,2,False
P8,0,2909,3172,1,False
P8,0,2909,3184,2,False
P8,0,3181,2942,0,False
P8,0,3181,3182,1,False
P8,0,3181,3212,2,False
P8,0,3227,2934,0,False
P8,0,3227,3176,0,False
P8,0,3227,3247,2,False
P8,0,3252,2858,1,False
P8,0,3252,3153,0,False
P8,0,3252,3211,2,False
P8,0,2943,2920,1,False
P8,0,2943,2929,1,False
P8,0,2943,2953,0,False
P8,0,2943,3182,2,False
P8,0,2943,3198,1,False
P8,0,2943,3212,0,False
P8,0,2943,3229,2,False
P8,0,2943,3236,1,False
P8,0,3062,2957,1,False
P8,0,3062,2989,0,False
P8,0,3062,2990,2,False
P8,0,3062,3094,0,False
P8,0,2881,2922,2,False
P8,0,2881,3192,1,False
P8,0,2881,3248,0,False
P8,0,3178,2906,2,False
P8,0,3178,2935,2,False
P8,0,3178,3139,1,False
P8,0,3178,3150,1,False
P8,0,3178,3179,0,False
P8,0,3178,3210,0,False
P8,0,3178,3230,0,False
P8,0,3159,2875,0,False
P8,0,3159,3056,0,False
P8,0,3159,3091,0,False
P8,0,3159,3155,2,False
P8,0,3159,3161,2,False
P8,0,3159,3215,1,False
P8,0,2954,3014,2,False
P8,0,2954,3086,1,False
P8,0,2954,3215,0,False
P8,0,2954,3253,1,False
P8,0,2954,3254,1,False
P8,0,3163,2973,0,False
P8,0,3163,3094,0,False
P8,1,3650,3284,0,False
P8,1,3650,3636,0,False
P8,1,3632,3603,1,False
P8,1,3620,3347,1,False
P8,1,3620,3589,2,False
P8,1,3620,3607,1,False
P8,1,3662,3360,2,False
P8,1,3374,3357,2,False
P8,1,3374,3615,0,False
P8,1,3451,3453,2,False
P8,1,3451,3542,1,False
P8,1,3359,3360,1,False
P8,1,3359,3542,0,False
P8,1,3588,3337,1,False
P8,1,3588,3338,1,False
P8,1,3588,3566,2,False
P8,1,3588,3589,1,False
P8,1,3588,3606,0,False
P8,1,3588,3636,0,False
P8,1,3283,3271,2,False
P8,1,3283,3281,0,False
P8,1,3283,3483,1,False
P8,1,3283,3657,0,False
P8,1,3377,3290,1,False
P8,1,3377,3544,2,False
P8,1,3403,3544,1,False
P8,1,3563,3346,2,False
P8,1,3563,3575,0,False
P8,1,3630,3544,0,False
P8,1,3630,3603,1,False
P8,1,3448,3290,1,False
P8,1,3448,3542,2,False
P8,1,3421,3281,2,False
P8,1,3421,3648,1,False
P8,1,3421,3649,1,False
P8,1,3421,3657,2,False
P8,1,3651,3381,2,False
P8,1,3651,3607,1,False
P8,1,3279,3385,0,False
P8,1,3279,3615,1,False
P8,1,3279,3634,1,False
P8,1,3641,3378,1,False
P8,1,3641,3581,2,False
P8,1,3641,3644,1,False
P8,1,3577,3360,2,False
P8,1,3577,3513,0,False
P8,1,3577,3514,0,False
P8,1,3362,3554,2,False
P8,1,3362,3556,0,False
P8,1,3269,3385,0,False
P8,1,3269,3453,2,False
P8,1,3358,3346,1,False
P8,1,3358,3615,2,False
P8,1,3358,3616,0,False
P8,1,3358,3634,0,False
P8,1,3420,3281,0,False
P8,1,3420,3385,0,False
P8,1,3420,3634,1,False
P8,1,3420,3648,1,False
P8,1,3598,3271,2,False
P8,1,3598,3284,0,False
P8,1,3598,3295,1,False
P8,1,3598,3459,1,False
P8,1,3574,3542,2,False
P8,1,3488,3295,2,False
P8,1,3488,3517,0,False
P8,1,3488,3554,0,False
P8,1,3488,3556,2,False
P8,1,3392,3381,1,False
P8,1,3336,3360,0,False
P8,1,3336,3453,1,False
P8,1,3336,3511,2,False
P8,1,3336,3513,0,False
P8,1,3336,3542,1,False
P8,1,3619,3589,1,False
P8,1,3619,3636,0,False
P8,1,3307,3281,0,False
P8,1,3307,3292,2,False
P8,1,3307,3483,2,False
P8,1,3307,3513,1,False
P8,1,3307,3514,1,False
P8,1,3552,3459,0,False
P8,1,3552,3483,0,False
P8,1,3552,3514,0,False
P8,1,3552,3517,2,False
P8,1,3552,3581,1,False
P8,1,3447,3295,0,False
P8,1,3447,3381,1,False
P8,1,3579,3514,2,False
P8,1,3354,3551,1,False
P8,1,3354,3566,1,False
P8,1,3354,3606,2,False
P8,1,3354,3616,0,False
P8,1,3371,3378,1,False
P8,1,3371,3554,0,False
P8,1,3371,3581,2,False
P8,1,3424,3295,0,False
P8,1,3424,3381,1,False
P8,1,3369,3360,2,False
P8,1,3369,3644,1,False
P8,1,3605,3346,1,False
P8,1,3605,3357,2,False
P8,1,3605,3575,2,False
P8,1,3605,3603,0,False
P8,1,3564,3346,2,False
P8,1,3564,3535,2,False
P8,1,3565,3535,2,False
P8,1,3565,3551,1,False
P8,2,2880,2670,0,False
P8,2,2880,2671,1,False
P8,2,2880,2830,0,False
P8,2,2880,2882,2,False
P8,2,2818,2689,1,False
P8,2,2818,2735,0,False
P8,2,2818,2753,2,False
P8,2,2818,2814,0,False
P8,2,2818,2823,1,False
P8,2,2818,2831,0,False
P8,2,2818,2840,2,False
P8,2,2832,2609,0,False
P8,2,2832,2720,2,False
P8,2,2833,2653,2,False
P8,2,2833,2669,1,False
P8,2,2833,2834,0,False
P8,2,2833,2854,2,False
P8,2,2833,2871,0,False
P8,2,2739,2646,1,False
P8,2,2739,2720,0,False
P8,2,2739,2737,2,False
